epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
373,42431.431335616435,42431.431335616435,45046.35589683219,45046.35589683219
374,42412.61644370719,42412.61644370719,45730.25728274829,45730.25728274829
375,42413.8970515839,42413.8970515839,44681.87369434931,44681.87369434931
376,42433.42253317637,42433.42253317637,45238.194814854454,45238.194814854454
377,42407.49502889555,42407.49502889555,45088.56619755993,45088.56619755993
378,42447.46858411815,42447.46858411815,45161.20576840753,45161.20576840753
379,42434.587949486304,42434.587949486304,45219.52997645548,45219.52997645548
380,42415.533508133565,42415.533508133565,45005.41876605308,45005.41876605308
381,42406.01440764127,42406.01440764127,45651.19606164384,45651.19606164384
382,42429.438714683216,42429.438714683216,45259.985873287675,45259.985873287675
383,42433.53873876284,42433.53873876284,45640.31245184076,45640.31245184076
384,42430.10515303938,42430.10515303938,46232.215946061646,46232.215946061646
385,42407.78256635274,42407.78256635274,44685.60077589897,44685.60077589897
386,42428.8512307363,42428.8512307363,44731.16922089041,44731.16922089041
387,42433.788639768834,42433.788639768834,45113.15452161815,45113.15452161815
388,42419.021016160106,42419.021016160106,44934.25254173802,44934.25254173802
389,42423.4328125,42423.4328125,45909.637890625,45909.637890625
390,42390.96623501712,42390.96623501712,46007.864217679795,46007.864217679795
391,42441.98676690925,42441.98676690925,45076.00217786815,45076.00217786815
392,42452.83126605308,42452.83126605308,44780.48240582192,44780.48240582192
393,42419.68211686644,42419.68211686644,45545.384947559935,45545.384947559935
394,42373.22913099315,42373.22913099315,45083.52711900685,45083.52711900685
395,42436.67184824486,42436.67184824486,45542.308764982874,45542.308764982874
396,42388.77224422089,42388.77224422089,47196.85589683219,47196.85589683219
397,42499.488575556505,42499.488575556505,45436.77674978596,45436.77674978596
398,42412.262302011986,42412.262302011986,45528.690828339044,45528.690828339044
399,42414.59395869007,42414.59395869007,45340.04523223459,45340.04523223459
400,42403.22372645548,42403.22372645548,45394.54180757706,45394.54180757706
401,42417.97205158391,42417.97205158391,46617.40555971747,46617.40555971747
402,42414.81940282534,42414.81940282534,45023.14533390411,45023.14533390411
403,42394.35566673801,42394.35566673801,44631.64395869007,44631.64395869007
404,42413.697731164386,42413.697731164386,44921.06801155822,44921.06801155822
405,42423.92744541952,42423.92744541952,45228.351904965755,45228.351904965755
