epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
256,11223.369872134768,11223.369872134768,11980.738518397806,11980.738518397806
257,11490.850292847135,11490.850292847135,11979.617616494299,11979.617616494299
258,11496.23968528662,11496.23968528662,11464.723758379223,11464.723758379223
259,11422.398865582192,11422.398865582192,11380.652452898797,11380.652452898797
260,11264.946979831491,11264.946979831491,11774.779883359764,11774.779883359764
261,11186.787839668625,11186.787839668625,11523.03118296014,11523.03118296014
262,11371.185872801214,11371.185872801214,11234.85555266384,11234.85555266384
263,11312.880951193765,11312.880951193765,11657.308884864133,11657.308884864133
264,11216.900164422479,11216.900164422479,12423.234409051993,12423.234409051993
265,11430.837348225405,11430.837348225405,12228.115172047692,12228.115172047692
266,11507.221461389905,11507.221461389905,11835.492917185555,11835.492917185555
267,11425.946956116712,11425.946956116712,12293.98609340948,12293.98609340948
268,11273.435507958437,11273.435507958437,11575.672045259962,11575.672045259962
269,11642.09785812967,11642.09785812967,11457.792652400909,11457.792652400909
270,11186.069257496303,11186.069257496303,12327.793498076062,12327.793498076062
271,11343.015026049774,11343.015026049774,11457.842262657612,11457.842262657612
272,11572.778331865855,11572.778331865855,11624.532587756848,11624.532587756848
273,11010.563035710811,11010.563035710811,12021.566337537944,12021.566337537944
274,11339.144394737994,11339.144394737994,11679.70199337932,11679.70199337932
275,11611.02824916816,11611.02824916816,11293.776772162983,11293.776772162983
276,11345.638059547206,11345.638059547206,11336.841426255545,11336.841426255545
277,11401.111343934854,11401.111343934854,12292.097473524576,12292.097473524576
278,11249.903052153059,11249.903052153059,12285.2929337859,12285.2929337859
279,11231.334045790201,11231.334045790201,11364.142588766248,11364.142588766248
280,11166.135767118423,11166.135767118423,11979.074682100327,11979.074682100327
281,11320.217494940847,11320.217494940847,11461.824559269926,11461.824559269926
282,11070.573700065186,11070.573700065186,11243.828498355775,11243.828498355775
283,11391.469766087133,11391.469766087133,12143.869012017922,12143.869012017922
284,11365.664386602,11365.664386602,11500.62632301112,11500.62632301112
285,11247.201057557597,11247.201057557597,12148.81327118642,12148.81327118642
286,11381.015712258231,11381.015712258231,12150.249752514983,12150.249752514983
287,11199.498194636324,11199.498194636324,11400.515471766033,11400.515471766033
288,11498.191130793703,11498.191130793703,11169.956493714975,11169.956493714975
289,11184.906125953456,11184.906125953456,11983.969392427323,11983.969392427323
290,11461.61040324856,11461.61040324856,11408.612854687986,11408.612854687986
291,11387.575627651191,11387.575627651191,11379.488953472817,11379.488953472817
292,11146.070994451957,11146.070994451957,11743.905242121828,11743.905242121828
293,11396.273436891928,11396.273436891928,11251.524134045669,11251.524134045669
294,11356.636001529907,11356.636001529907,11084.538147048665,11084.538147048665
295,11165.392415769964,11165.392415769964,11801.812860282242,11801.812860282242
296,11149.523108533429,11149.523108533429,11447.087536119436,11447.087536119436
297,11157.729374221668,11157.729374221668,11464.411516657505,11464.411516657505
298,11393.589421444485,11393.589421444485,11254.54414293567,11254.54414293567
299,11339.666571402164,11339.666571402164,14117.641580888076,14117.641580888076
300,11160.50528231534,11160.50528231534,12231.682729984725,12231.682729984725
301,11052.432966828495,11052.432966828495,11120.704482519166,11120.704482519166
302,11302.639407033195,11302.639407033195,11645.011157500194,11645.011157500194
303,11446.97744754777,11446.97744754777,11749.189317829138,11749.189317829138
304,11001.709545928841,11001.709545928841,12058.341145326607,12058.341145326607
305,11278.909194889282,11278.909194889282,13012.28314444612,13012.28314444612
306,11234.719513129476,11234.719513129476,11791.79836431862,11791.79836431862
307,11159.528663264711,11159.528663264711,11956.534167374057,11956.534167374057
308,10985.569045583457,10985.569045583457,11596.42257002549,11596.42257002549
309,11178.736284951938,11178.736284951938,11519.686085018096,11519.686085018096
310,11089.176462897922,11089.176462897922,11157.908393755351,11157.908393755351
311,11021.903584215443,11021.903584215443,12114.010382817365,12114.010382817365
